TTR part num,Part Level,Customer,Segment,End Customer,Category,Description,Core Thickness,Core Width,Core Height,Tube per core,Tank,Price
H7AAA5001M00,ECS,DC,Passenger Car,OEM,Domestic,RADIATOR ASSY FOR AVANTI,,,,,Plastic,8654
A5FSA5032M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Partner LHD GCC,48,552.6,560,124,Plastic,8642.17
C8ACA5001M00,ECS,Greaves,Gen Set,OEM,Domestic,ECS-82.5 kVA GREAVES,48,537.2,635,108,Plastic,8606
A8CTA5001M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS_VECV_40kVA_CPCB-2,36,488.2,485,98,Plastic,8597.71
A5FSA5033M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS  ASSY-Partner BS6 RHD,48,552.6,560,124,Plastic,8546.11
A8DQA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR 5016T/TT,48,552.6,680,124,Plastic,8520.9628
A5ATA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - ECOMET BS2 - B1130001,48,488.2,550,98,Plastic,8518.98
A5EBA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- 6ETI VE PASSG PH-1 B1210201,36,488.2,650,98,Plastic,8518.25
A0TYA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,1613 CNG BS6-ECS,48,552.6,785,124,Plastic,8502.385
A7BXA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - M & M 40 KVA DG,48,537.2,525,108,Plastic,8482.54
A0IHA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPTA 715 BS-3 - 2069 5010 0203,36,537.2,650,108,Plastic,8480
A5RHA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,CT1612,48,482.2,640,108,Plastic,8464.31
A0LJA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ultra 1518 Bs6,34,586,650,88,Plastic,8442
A5FSA5040M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS  ASSY-103KW MITR,36,552,530,140,Plastic,8436.51
A7CDA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - M & M 50 KVA DG,48,537.2,525,108,Plastic,8415.39
A8ELB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,Rad ASSY Pro 8000 BS6,48,702.2,820,158,Plastic,8349
A0KUA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO 1613 697 CNG BS4-RAD ASSY WTH PL DAT,48,552.6,785,124,Plastic,8321.39
A5NZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS STALLION 230HP MPV,48,552.6,785,124,Plastic,8319
A0TYA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LP0 1613 697 CNG BS 4 NA,48,552.6,785,124,Plastic,8285.84
A8DRA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR 5016 Cowl,48,552.6,680,124,Plastic,8275.9628
B1BCA5001M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS - 82.5 KVA DG 0130-8435,48,537.2,635,108,Plastic,8245
A0ELB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,537.2,560,108,Plastic,8242.5
A0GFB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-DTC NON AC-2186 5000 0117,48,674.4,1000,136,Plastic,8230.8
A7HLA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,40 kVA Export with fan guard,48,537.2,525,108,Plastic,8201.79
A0QQA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Hira Bus 1112 BSIV CR,48,552.6,560,124,Plastic,8150.19
B1BVA5091S00,ECS,Cummins,Gen Set,SPD,Domestic,55 KVA_A035A564-SPD-WP,48,537.2,598,108,Plastic,8100
A5CGB5012S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RAD ASSY - 222 VIKING FALCON,48,625.4,800,126,Plastic,8013.76
A5SCA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Partner BS6-7.49T,48,552.6,560,124,Plastic,8000
A7GWA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,40 KVA Export,48,537.2,525,108,Plastic,7987
E4AEA5001M00,ECS,Daimler,Commercial Vehicle,OEM,Domestic,ECS-TF TITAN 6.5 TONNE 2.0 EGR,48,507.4,620,132,Plastic,7969.42
A7JYA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,LPO Bus-BS6,34,553,598,83,Plastic,7950
A5ATA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - ECOMET BS-3(TYPE-A) - B1146301,48,488.2,550,98,Plastic,7941.16
A5JKA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-2518 TIPPER/3518 TT-3.5,48,552.6,785,124,Plastic,7884
A0AUA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,3.3 L BS4,36,552,598,140,Plastic,7852.16
A7GPA5001M00,ECS,Mahindra Tractors,Tractor,OEM,Export,M STAR export,56,488.2,440,147,Plastic,7851.03
A5CGB5012M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY - 222 VIKING FALCON,48,625.4,800,126,Plastic,7841.08
A5PZA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ECOMET 95kW BS4 PP SHROUD,48,482.2,640,108,Plastic,7838.76
A0JCA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS Y1 3L/ 10.2 ton LPO BUS,36,552,560,140,Plastic,7838.32
A7HSA5001M01,ECS,Mahindra Tractors,Tractor,OEM,Export,Mstar Export,56,488.2,440,147,Plastic,7835.37
A5QYA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ECOMET 95KW BS4 EGR TIPPER,48,482.2,640,108,Plastic,7813.89
A5PZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Ecomet 95 KW,48,482.2,640,108,Plastic,7813.89
A0QQA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Y1 LP BUS 497 JNNURM AC,48,552.6,560,124,Plastic,7800.61
C2AMA5001M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS - KOEL-4RT1040 - 4H.1425.20.0.00,48,537.2,800,108,Plastic,7784
A0EAA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS- LPT2515 697EII TLT CAB,48,537.2,560,108,Plastic,7782.67
A5GCA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - 93 kW CNG BS-4 - B6P01901,48,623,900,140,Plastic,7760.06
A7EYA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS_MHEPL_62_5kVA_0304AAV00120N,48,537.2,598,108,Plastic,7750
A7DQB5001M00,Radiator,Mahindra Powerol,Gen Set,OEM,Domestic,Radiator for 10N – 125 & 180KVA,48,733.2,740,148,Plastic,7720
A7ECB5001M00,Radiator,Mahindra Powerol,Gen Set,OEM,Domestic,Radiator for 100N – 125KVA,48,733.2,740,148,Plastic,7720
A0TYA5021M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO 1613 CNG GBS 40-ECS,48,552.6,785,124,Plastic,7680.77
A5FSA5042M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS  ASSY-Panel Bus,36,552,530,140,Plastic,7647.52
A5BBA5001M04,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,E C S AL 412 TCAC,48,537.2,650,108,Plastic,7623
A5BIA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - AL 2516 CARGO BS2 WO IC - F8302700,48,537.2,740,108,Plastic,7605.14
A5QDA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ASSLY H4 100HP BS3,36,488.2,550,98,Plastic,7586.94
A5ATB5003M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - ECOMET BSII,48,488.2,550,98,Plastic,7483.3
A5HCA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-ECOMET HAULAGE 88KW BS3 -B1V03202,36,488.2,550,98,Plastic,7473.16
A5HCA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-ECOMET HAULAGE 88KW BS3 -B1V03202  ,36,488.2,550,98,Plastic,7473.16
A0ECB5007S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD ASSY 2518 W/O MEMBER SUPPORT- SPD,36,537.2,650,108,Plastic,7472
A0SDA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,3.3L BS6 Ultra 1012/ 1215,36,552,560,140,Plastic,7441.3
A0HDA5008M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPO 1613 CNG BS-4 - 1316 5010 0067,48,552.6,785,124,Plastic,7419.24
A5ATA5005S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS ECOMET 88KW TYPE A HAU VAVE,36,488.2,550,98,Plastic,7363.07
A0JEA5010M00,ECS,Tata Motors,Gen Set,OEM,Domestic,497 CR BSIV,36,552,560,140,Plastic,7355.49
A8AUB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RAD.ASSY-EICHER RESLF BUS VECV-ID303186,48,625.4,800,126,Plastic,7321
A5DMA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- 12 M FE B`DESH W/O CAC            ,48,625.4,800,126,Plastic,7276
B1DNA5001M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS X1.320kVA CPCB2 domestic,48,400,440,80,Plastic,7262
A0JCA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS Y1 3L LPO BUS,36,552,560,140,Plastic,7226.31
F8AAB5001M01,Radiator,Volvo,Commercial Vehicle,OEM,Export,Radiator- P9103,48,702.2,820,158,Plastic,7193.25
F8AAB5001S00,Radiator,Volvo,Commercial Vehicle,SPD,Export,RADIATOR - P9103,48,702.2,820,158,Plastic,7193.25
A7GDA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,3.3L BSIV NON AC RAD-IC ASSY,36,552,560,140,Plastic,7129.27
A0SDA5001M02,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Y1 3L Truck,36,552,560,140,Plastic,7123.49
A8CDB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_TERRA 25 BS3,48,537.2,740,108,Plastic,7090.4568
A0FHA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY FRONT END MODULE COMPLETE TCIC,18,660.6,360,76,Plastic,7061
A0JEA5001M02,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-Y1 LPO BUS(497 ENGINE)-252750110172,48,552.6,560,124,Plastic,7048.27
A0GXB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY - LPO 1624 LE RE BUS,48,674.4,1000,136,Plastic,7043.4
A7FQA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,ECS MTBL 115 HP BS4 AC,36,552,560,140,Plastic,7043
A0SRA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LP 613 CR,36,537.2,650,108,Plastic,7000
H6AFA5001M00,ECS,TMTL,Tractor,OEM,Domestic,85/100 HP ECS,56,488.2,475,147,Plastic,7000
A5AXA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR COWL - ECOMET BS2,48,537.2,740,108,Plastic,6973.45
A0JEA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-Y1 LPO BUS(497 ENGINE)-252750110172,48,552.6,560,124,Plastic,6944.73
A5HBA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-ECOMET TIPPER 88KW BS3 -B1V03303,,,,,Plastic,6925.38
A0FJB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPO 1618 TC BS3(BRTS),48,537.2,875,108,Plastic,6905.46
A7GDA5001M01,ECS,MTBD,Commercial Vehicle,OEM,Domestic,ECS ASSY_MTBL 115HP NON-AC,36,552,560,140,Plastic,6899.519207
A5GRB5001M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - Viking,48,552.6,785,124,Plastic,6896
A5BYA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - AL 412 TCAC BS2 W/O IC - F8334200,48,537.2,740,108,Plastic,6870
A0CLA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ultra-1012,36,552,598,140,Plastic,6867.13
A5LRA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-ECOMET 95KW BSIV SCR-B1V02904,48,488.2,650,98,Plastic,6844.66
A5KPA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS COMET 1612 IL B1V13401,36,488.2,650,98,Plastic,6843.58
A5JSB5001M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY - LYNX-95/110KW BS4 - FD002345,36,537.2,650,108,Plastic,6842.04
A0KTB5002S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD WORLD TRUCK M0 235hp - SPD,48,552.6,740,124,Plastic,6805.916
A5ATA5010M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-ECOMET 88 KW TIPPER WITH PLASTIC TA,36,488.2,550,98,Plastic,6804.54
A0VHB0101M00,Core,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD CORE(BRZ)- LPO 1618 BSIV,48,623,655,140,Plastic,6783.29
A5RPB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSEMBLY,48,623,795,140,Plastic,6699.24
A5JSA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,SA OF RADIATOR CAC AND SHROUD,36,537.2,650,108,Plastic,6685
A7HFA5001M01,ECS,MTBD,Commercial Vehicle,OEM,Domestic,13T ICV 36 THK BIGGER MODULE,36,552,598,140,Plastic,6681.44
A5FSA5023M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,MiTR-Ivory Coast-Higher End Assembly,48,552.6,525,124,Plastic,6655.69
A5HEA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-STALLION 180 HP BS3-B1211802,48,537.2,740,108,Plastic,6636
A5LEB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY -STAG 88KW INLINE BS3    ,48,552.6,650,124,Plastic,6624.85
A0QLB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD. ASSY.-216350110109,,,,,Plastic,6615
B1AZA5001M03,ECS,Cummins,Gen Set,OEM,Domestic,ECS - CUMMINS 40 KVA X 3.3 -0130-7905,36,488.2,485,98,Plastic,6614
A0UBA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,7.3 Ton 4SP BS6 Narrow Cab,36,552,530,140,Plastic,6613.41
A5RPB5001S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RAD. ASSY._A5RPB5001S00_,48,623,795,140,Plastic,6606.18
A0UBA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,7.3t Narrow cab,36,552,530,140,Plastic,6587.74
A5FSA5041M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ASSY_NALT 613 T_HIGHER END ASSY,36,552,530,140,Plastic,6555.85
A5FSA5011M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Mitra AC,36,552,530,140,Plastic,6555.85
A0KUB5010M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY WITHOUT MEMBER - LPO 1613 CNG,48,552.6,785,124,Plastic,6552
A0GJA5001M01,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - Y1 497 TRUCK - 252750000148,36,552,530,140,Plastic,6548.25
A5JTB5001M02,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY-STAG-95/110KW BS4 - FD002245,36,537.2,650,108,Plastic,6530.11
A5GYB5001M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY-VIKING 118KW VAVE,36,552.6,785,140,Plastic,6527.36
A0RUA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ultra 13.5T 1412 BSIV,36,552,598,140,Plastic,6502.58
A5EPA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-ALL 82.5 KVA (X8818800),48,537.2,800,108,Plastic,6487
B1AZA5001M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS - CUMMINS 40 KVA X 3.3 -0130-7905,36,488.2,485,98,Plastic,6481.72
C3BEB5001M00,Radiator,Force Motors,Commercial Vehicle,OEM,Domestic,RADIATOR (300HP BSIV)(C3BE5001M00),,,,,Plastic,6480
A5AXB5008M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - 2516 HINO SIDE MTG B8507102,48,537.2,740,108,Plastic,6450.75
A5LZB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - FD001745,48,623,740,140,Plastic,6450
A5NVA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-STALLION 230 HP LHD (B6R06001),48,552.6,785,124,Plastic,6444
A0DTB5001M00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD. -252550100320 SPD,48,537.2,740,108,Plastic,6442.097222
A0EXB5007M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,702.2,820,158,Plastic,6430.66
A5GCB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR WITHOUT DAT,48,623,900,140,Plastic,6428.63
A0KZB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,625.4,650,126,Plastic,6410.29
A5QCA5003M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS H4 100HP BS4 EGR,36,488.2,550,98,Plastic,6393.46
B1AJA5001M04,ECS,Cummins,Gen Set,OEM,Domestic,E C S - 50KVA 0130-8399,36,488.2,485,98,Plastic,6385.68
A0VMA5021M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 1412 BSVI Cowl 3.3 Ltr,48,552.6,560,124,Plastic,6371.95
A0VHB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RADIATOR ASSLY- LPO1618 BSIV,48,623,655,140,Plastic,6350
A5CTB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - 4921 G45,48,537.2,785,108,Plastic,6344
B1AVB5001M00,Radiator,Cummins,Gen Set,OEM,Domestic,RADIATOR ASSY-125/140 Kva NEW-0130-8484,48,733.2,692,148,Plastic,6324.92
A5RTA5085M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS  AC - Phoenix,24,421.1,455,63,Plastic,6317.23
A0EQA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - SFC 712-252750100347,48,537.2,560,108,Plastic,6312.33
A5RTA5065M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD COMPL BS6 AC - Dost,24,421.1,455,63,Plastic,6303.57
K9AZA5010M00,CRFMS,PSA,Passenger Car,OEM,Domestic,CC24,16,467.2,465,70,Plastic,6299.24
A0GJA5001M02,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - Y1 497 TRUCK,36,552,530,140,Plastic,6263.66
K9AYA5010M00,CRFMS,PSA,Passenger Car,OEM,Domestic,CC21,16,467.2,400,70,Plastic,6212.24
A0GUB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - LPS 4923 6X4 278650110151N,48,537.2,785,108,Plastic,6209.12
A5AYA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS -AL 3518/ 4018,,,,,Plastic,6208.52
B1AJA5001M01,ECS,Cummins,Gen Set,OEM,Domestic,E C S - 50KVA - 4084379,36,488.2,485,98,Plastic,6201
C3BRA5001M01,ECS,Force Motors,Commercial Vehicle,OEM,Domestic,Traveler BS6,28,553,560,83,Plastic,6196
A5RTA5075M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS  NON AC - Phoenix,24,421.1,455,63,Plastic,6163.53
A5RTA5055M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD COMPL BS6 NAC - Dost,24,421.1,455,63,Plastic,6149.87
A0KTB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,740,124,Plastic,6132
A5FBB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,537.2,785,108,Plastic,6069.53
A0EMA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM_LPT 613 EIV_252550,36,537.2,560,108,Plastic,6057.02
A5RCB5001S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RADIATOR CT 180HP 11 INCH BSI,48,552.6,855,124,Plastic,6041.28
A5AYB5010S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RADIATOR WITH MEMBER SUPPORT,48,537.2,740,108,Plastic,6029.58
A0ARA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPS 3018 BS6 E Series,,,,,Plastic,6000
A5FSA5009M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- NALT 613 T,36,552,530,140,Plastic,5994.09
A5FSA5009M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,613T LHD,36,552,530,140,Plastic,5994.09
B1CDA5001M02,ECS,Cummins,Gen Set,OEM,Domestic,ECS_20 Kva CPCB II,36,488.2,485,98,Plastic,5981.9
A7BZA5010M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - 6520 TIER 3 H3,48,468,440,94,Plastic,5972.63
A7JVA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,25kVA CNG,48,537.2,525,108,Plastic,5945.7
A0GSA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPTA 1623 BS-3 / LPTA 1627 RTN,,,,,Plastic,5941
A0GZB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY - LPT 2523 TC - 278650110156,48,537.2,785,108,Plastic,5933.12
A0DHB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY LPT 1418,48,537.2,785,108,Plastic,5917.84
A7BZA5015M00,ECS,Mahindra Tractors,Tractor,OEM,Domestic,ECS-7920 HOMOLOGATION,48,468,440,94,Plastic,5905.02
A0AIA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS 252750010110,,,,,Plastic,5904.94
A8BCB5001M00,Radiator,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY 62.5 KVA TMTL,48,537.2,598,108,Plastic,5900
A0GWB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Y1 5LTR 1518 ULTRA (R) 0231,48,569.6,640,134,Plastic,5889.054
A5HBB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY ECOMET TIPPER 88KW BS3,36,488.2,550,98,Plastic,5887.41
A0GUB5002M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator assy,48,537.2,785,108,Plastic,5859.81
A0GYB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY - LPK 2523 TC TILT CAB,48,537.2,785,108,Plastic,5856.66
A0CDA5015M00,ECS,Tata Motors,Passenger Car,OEM,Domestic,ECS -ARMOURED SUMO 115PS,,,,,Plastic,5854.7
A0SKB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,Radiator Assly,48,537.2,785,108,Plastic,5847.45
A5KQB5001M01,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,552.6,785,124,Plastic,5843.54
A0WKB5021M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_A0WKB5021M00,34,586,785,88,Plastic,5833.752
A0VWA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SFC712-100PS,,,,,Plastic,5819.87
A5RBB5001S00,Radiator,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RADIATOR CT180 HP 9 INCH BSIV,48,552.6,855,124,Plastic,5813.43
A5DKB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR - 123 KW LFB PANTHER,48,537.2,785,108,Plastic,5789.66
A2AGB5001M00,Radiator,Honda,Passenger Car,OEM,Domestic,RADIATOR - HONDA LK CVT - 19010REAZ52,,,,,Plastic,5785.34
A7BZA5005M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - 6520 TIER 3 H2-006004377F91,48,468,440,94,Plastic,5779.26
A7HXA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,3.5T BS6,34,553,598,83,Plastic,5750
B1CDA5001M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS_20kVA CPCB II,36,488.2,485,98,Plastic,5750
A0WKB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,Rad Assly - 278650120296,48,537.2,785,108,Plastic,5731.163
B1AJA5010M00,ECS,Cummins,Gen Set,OEM,Domestic,ECS 30/50 KVA W/O FAN GUARD,36,488.2,485,98,Plastic,5715
C8AAA5001M00,ECS,Greaves,Gen Set,OEM,Domestic,ECS - 50 KVA GREAVES,36,488.2,485,98,Plastic,5712.89
A5JZB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY_LYNX 106 CNG BS4,36,537.2,650,108,Plastic,5703.85
A5BNA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RAD ASSY + SHROUD FOR AL 2516 CARGO,48,537.2,740,108,Plastic,5702.76
A5BNA5002S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RAD ASSY + SHROUD FOR AL 2516 CARGO,48,537.2,740,108,Plastic,5702.76
A5AFA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - HINO CNG - B1134004,48,488.2,650,98,Plastic,5658.35
A0DXA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LP 410 BS3 NLT,48,488.2,550,98,Plastic,5655.34
A0TBB5005M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY 278650120270,,,,,Plastic,5650.59
A0GZB5001S00,Radiator,Tata Motors,Commercial Vehicle,SPD,Domestic,RAD ASSY LPT 2523 TC SPD 278650110156,48,537.2,785,108,Plastic,5650.59
